TIPOLOGIA,NOME,VIA,CITTA,CAP,PROVINCIA,EMAIL,TELEFONO,FAX,LAT,LONG
Ristorante,La Corte Da Dino,Via Dei Bollori 651,"Santa Maria A Colle, Lucca",55100,Lucca,info@ristorantelacortedadino.com,0583548043,,43.845,10.439
Ristorante,La Dimora Del Gusto,"Via Di Bigiano E Castel Bovani, 39","Sant'alessio, Pistoia",51100,Pistoia,info@villadefiori.it,0573450351,0573452669,43.958,10.926
Ristorante,La Fenice Morianese,Via Di Moriano 4600,"S.Cassiano Di Moriano, Lucca",55100,Lucca,lafenicemorianese@live.it,0583578786,,43.882,10.521
Ristorante,La Fenice Ristorante Pizzeria,"Via Dalmazia, 73",Pistoia,51100,Pistoia,info@lafeniceristorante.it,,057321167,43.938,10.91
Ristorante,La Filanda,"Via Marsala, 8",Manciano,58014,Grosseto,info@lafilanda.biz,,564625156,42.587,11.514
Ristorante,La Fonte Ristorante Pizzeria,Trebbio,"Piegaio, Pescaglia",55064,Lucca,DanielaC61@libero.it,0583359815,,43.952,10.426
Ristorante,La Foresteria,"Piazza Castello, 10","Monsummano Alto, Monsummano Terme",51015,Pistoia,info@ristorantelaforesteria.it,,057281036,43.872,10.828
Ristorante,La Fortezza,Via Del Recinto 1,Castiglione Della Pescaia,58043,Grosseto,info@lafortezzacdp.it,,,42.764,10.881
Ristorante,La Gattabuia,"Via Gramsci, 32",Rosignano Marittimo,57016,Livorno,,0586799760,,43.407,10.473
Ristorante,La Ghenga Hosteria Pizzeria Smed Srl,"Via Verdi, 95 Angolo Via Paolina",Viareggio,55049,Lucca,laghengavg@hotmail.it,0584581908,3476204728,43.87,10.246
Ristorante,La Gola Di Bacco,Via Valdinievole 48/50,"Galleno, Castelfranco Di Sotto",50054,Pisa,boutiqueduemila@libero.it,,,,
Ristorante,La Lega Navale,Piazzetta Del Porticciolo Nr 3,"Marina, Piombino",57025,Livorno,info@laleganavale.com,0565173000,,42.926,10.526
Ristorante,La Limonaia Di Villa Acquaviva,Loc. Acquaviva,"Montemerano, Manciano",58014,Grosseto,lalimonaia@relaisvillaacquaviva.com,,564602895,42.589,11.517
Ristorante,La Limonaia Di Villa Rospigliosi,"Via Firenze, 83",Prato,59100,Prato,info@ristorantelalimonaia.it,0574592515,0574752893,43.872,11.12
Ristorante,La Locanda Degli Aceri,Via Nazionale 5,"Passo Cisa, Pontremoli",54027,Massa Carrara,locandadegliaceri@lunigiana.net,,187836470,44.39,9.885
Ristorante,La Locanda Del Prete,Loc. Case Panardi 57/58,Arcidosso,58031,Grosseto,info@lalocandadelprete.it,0564968059,,42.868,11.531
Ristorante,La Locanda Del Sole,"Via Francesca, 9 - Querceto",,56040,Pisa,lalocandadelsole@libero.it,,,43.295,10.728
Ristorante,La Locanda Del Viandante,"Ponte Alla Piera, 11","Loc. Cerreto, Anghiari",52031,Arezzo,info@locandadelviandante.com,0575723016,,43.542,12.05
Ristorante,La Locanda Nel Loggiato,Piazza Pescheria 3,Cortona,52043,Arezzo,info@laloggetta.com,,,43.329,11.923
Ristorante,La Loggetta,Piazza Di Pescheria  3,Cortona,52044,Arezzo,info@locandanelloggiato.it,0575630575,0575630575,43.275,11.985
Ristorante,La Loggia,Via Magenta 6/8,Suvereto,57028,Livorno,daniela.cuffa@hotmail.it,,,43.079,10.679
Ristorante,La Mandragola,Via Gioberti N. 5,Montecatini Terme,51016,Pistoia,info@ristorantelamandragola.it,,0572911125,43.883,10.768
Ristorante,La Mangiatoia,Via Mimose 50 Valenzatico,"Valenzatico, Quarrata",51039,Pistoia,andrea220871@gmail.com,3666645970,573735053,43.866,10.955
Ristorante,La Mossa,"Il Campo, 29",Siena,53100,Siena,marco.bernini@hotmail.com,0577289213,,43.318,11.331
Ristorante,La Mossa,"Il Campo, 1",Siena,53100,Siena,osterialamossa@gmail.com,0577289213,,43.318,11.332
Ristorante,La Nina,,"Montechiari, Montecarlo",55015,Lucca,info@lanina.it,,058322018,,
Ristorante,La Pecora Nera,"Via San Martino, 18",Montecatini Terme,51016,Pistoia,pecoranera@ercoliniesavi.it,,057271624,43.883,10.773
Ristorante,La Peniche,Via Lungo Brugiano 3,"Marina Di Massa, Massa",54100,Massa Carrara,info@lapeniche.com,0585240117,,44.035,10.139
Ristorante,La Pentola Delloro,"Via Di Mezzo, 22,24,26 R",Firenze,50121,Firenze,info@lapentoladelloro.it,,,43.772,11.265
Ristorante,La Pentola Delloro,Via Di Mezzo 22/24/26 R,Firenze,50121,Firenze,info@lapentoladelloro.it,3332021442,,43.772,11.265
Ristorante,La Pergola Trattoria Pizzeria Enoteca,Via Garibaldi N 22,Radicondoli,53030,Siena,info@lapergoladiradicondoli.it,,,,
Ristorante,La Pergoletta,"Via Delle Belle Torri, 40",Pisa,56100,Pisa,info@ristorantelapergoletta.com,,050542458,43.716,10.404
Ristorante,La Perla,Viale Europa 51,Viareggio,55049,Lucca,ristorantelaperla@legalmail.it,0584383109,,43.848,10.247
Ristorante,La Perla Del Mare,Via Della Meloria 9,San Vincenzo,57027,Livorno,info@laperladelmare.it,,,43.102,10.539
Ristorante,La Piccola Lanterna,"Via Di Gello Ovest, 3","Campagna Pardossi, Pontedera",56025,Pisa,info@lapiccolalanterna.it,3481729473,,,
Ristorante,La Posta,Via Provinciale 15,"Equi Terme, Fivizzano",0,Massa Carrara,francesco.franceschini80@virgilio.it,,,44.299,10.242
Ristorante,La Posta Di Torrenova,Strada Pr. 128 Della Parrina Nﾰ56,Orbetello,58015,Grosseto,massimo@torrenova.eu,,,42.44,11.212
Ristorante,La Posteria,Via Fratti 386,Viareggio,55049,Lucca,sfederica@inwind.it,,,43.874,10.246
Ristorante,La Racchetta,"Via Dei Cavalleggeri, 187",Rosignano Marittimo,57016,Livorno,,0586770133,,43.329,10.462
Ristorante,La Rocca (anice E Cannella);,Via G.Puccini 28,Castiglione Di Garfagnana,55032,Lucca,,,3463079590,,
Ristorante,La Rocchetta Pan Di Sapone,"P.Za Bovio, 6",Piombino,57025,Livorno,la.rocchetta@alice.it,,056539280,42.921,10.526
Ristorante,La Stalla Di Eliseo,Podere Montarone,"Braccagni, Grosseto",58100,Grosseto,elipolve@alice.it,3473595518,,42.764,11.112
Ristorante,La Strega Nocciola -  Gelateria Artigianale,Via Dei Bardi 51r,"Ponte Vecchio, Firenze",50125,Firenze,info@lastreganocciola.it,,,43.767,11.254
Ristorante,La Tagliata,Via Dei Barberi 22 B,Grosseto,58100,Grosseto,latagliata@live.com,,,42.758,11.116
Ristorante,La Tagliata Steak House,Via De' Barberi. 22 B,Grosseto,58100,Grosseto,pianetabio@libero.it,,,,
Ristorante,La Tagliatella,Viale Giotto 45,Arezzo,52100,Arezzo,cristina.raffaelli@alice.it,,,43.459,11.886
Ristorante,La Tana Degli Orsi,Via Roma 1,Pratovecchio,52015,Arezzo,boccalini@confcommercio.ar.it,,,,
Ristorante,La Taverna Dei Ghiottoni,"Via B. Buozzi, 41","Tremoleto, Lorenzana",56043,Pisa,gianni_n@live.it,,0572900657,43.546,10.537
Ristorante,La Taverna Del Pirata,Viale Europa Snc,"Torre Del Lago, Viareggio",55049,Lucca,h1471k@gmail.com,0584370507,,43.866,10.251
Ristorante,La Taverna Del Pittore,Largo Nonna Lucia  4,"Bolgheri, Castagneto Carducci",57024,Livorno,nfo@latavernadelpittore.it,,,43.234,10.619
Ristorante,La Taverna Dellassassino,"Viale Manin, 1",Viareggio,55049,Lucca,patriziapacini@mail.it,,,43.868,10.243
Ristorante,La Taverna Dellozio,Piazza Cavour 15,Borgo San Lorenzo,50032,Firenze,latavernadellozio@virgilio.it,,,,
Ristorante,La Taverna Della Berardenga,"Via Chianti, 70/ 74",Castelnuovo Berardenga,53019,Siena,info@tavernadellaberardenga.it,0577355547,0577355100,43.349,11.505
Ristorante,La Taverna Di Pian Delle Mura,"Via Delle Casine, 12 - Fraz. Vivo D'orcia","La Taverna Pian Delle Mura Sas, Castiglione D'orcia",0,Siena,info@tavernapiandellemura.it,0577874009,0577874009,43.006,11.616
Ristorante,La Taverna Di San Giuseppe,"Via Dupr�, 132",Siena,53100,Siena,ristorante@tavernasangiuseppe.it,,0577219620,43.315,11.332
Ristorante,La Tavernetta,"Via Del Pretorio,3","Sovana, Sorano",58010,Grosseto,,0564616227,,42.657,11.647
Ristorante,La Terrazza Del Principe,"Viale Machiavelli, 10",Firenze,50125,Firenze,info@laterrazzadelprincipe.com,,0552335375,43.762,11.273
Ristorante,La Terrazza Sul Borgo,Montecatini Val Di Cecina,Montecatini Val Di Cecina,56040,Pisa,parro1966@icloud.com,,58830052,43.348,10.687
Ristorante,La Tettoia,"Lungomare Monte Alla Rena, 17",Rosignano Marittimo,57016,Livorno,,0586764252,,43.393,10.429
Ristorante,La Ti.Gre,Via Porta San Marco 245,Pistoia,51100,Pistoia,trattorialatigre@tiscali.it,0573358794,,43.938,10.924
Ristorante,La Toraia Della Tenuta La Fratta,Tenuta La Fratta,"La Fratta, Sinalunga",53048,Siena,chianina@tenutalafratta.it,,,,
Ristorante,La Torre Osteria,Strada Provinciale 551,"La Torre, Scarperia",,Firenze,info@chefuisp.it,0558402240,0558402240,,
Ristorante,La Trattoria Del Pesce,Via Cassia 124,"Bargino, San Casciano In Val Di Pesa",50026,Firenze,latrattoriadelpesce@live.it,,558249045,43.615,11.19
Ristorante,La Vecchia Osteria,"Via Iv Novembre, 3",Monteverdi Marittimo,56040,Pisa,,0565784904,0565784904,43.177,10.715
Ristorante,La Vecchia Pieve,Via F. Ruschi 26/28,"Calci (pisa);, Calci",56032,Pisa,canualessio@interfree.it,,,43.727,10.514
Ristorante,La Vela,Via Del Littorale 164,Livorno,57128,Livorno,ristorante@lavelalivorno.com,,,43.492,10.328
Ristorante,La Veranda,"Via Bolognese, 164",Pistoia,51100,Pistoia,info@villagiorgia.it,0573480042,,,
Ristorante,La Villa Resort,"Via Del Poggetto, 42",Pieve A Nievole,51018,Pistoia,info@lavillaresort.it,0572954111,0572/521484,43.882,10.788
Ristorante,La Vineria Nﾰ 4,Via Del Lastrone Nﾰ 4,Pistoia,51100,Pistoia,info@vinerian4.it,,,43.933,10.916
Ristorante,Lago Varramista,Via Del Risciolo Snc,"Marti, ",56020,Pisa,lagovarramista@alice.it,0571468035,,,
Ristorante,Lajatico E Da Nello,"P.Zza V.Veneto,9-11-12",Lajatico,56030,Pisa,lajaticodanello@libero.it,,,,
Ristorante,Latteria Zarini,"Via Zarini, 327",Prato,,Prato,,0574575862,,43.867,11.107
Ristorante,Le Barrique Wine Bar,"Corso Mazzoni, 19",Prato,59100,Prato,s.marinai1@hotmail.it,,057430151,43.881,11.098
Ristorante,Le Campane,"Borgo La Croce, 87/r",Firenze,,Firenze,,0552268667,0552341101,43.771,11.267
Ristorante,Le Caselle,Via Procacci,Lucignano,52046,Arezzo,info@lecaselle.net,0575836264,,43.27,11.751
Ristorante,Le Cento Buche,Corso Italia 7,Arezzo,52100,Arezzo,ristorantesanfilippo@libero.it,0575148162,,43.465,11.883
Ristorante,Le Colonnine,"Vai Benci, 6 R",Firenze,,Firenze,,0552346417,0552346417,43.768,11.259
Ristorante,Le Delizie Di Aldo,"P.Zza F. Gamurrini, N.27",Monte San Savino,52048,Arezzo,ledeliziedialdo@gmail.it,,,,
Ristorante,Le Dune,Viale Kennedy,Castiglione Della Pescaia,58044,Grosseto,info@ristoranteledune.com,0564935111,0564935111,42.765,10.869
Ristorante,Le Fate,Borgo Allegri N.9r,Firenze,50100,Firenze,ristorantelefate@gmail.com,0552638035,,43.769,11.264
Ristorante,Le Fontanelle,"Via Traversa  Il Crocifisso, 7",Prato,59100,Prato,info@lefontanellehotel.it,0574730373,0574735734,43.847,11.065
Ristorante,Le Forri,"Via Crocina, 3","Valdibrana, Pistoia",51100,Pistoia,info@leforriclub.it,0573484563,,43.93,10.908
Ristorante,Le Lance,"Via G. Mantellini, 2b",Fiesole,50016,Firenze,info@lelance.it,,055599595,43.806,11.293
Ristorante,Le Logge Bistrot,Piazza San Gregorio Vii N. 73,Pitigliano,58017,Grosseto,villaetruria@alice.it,3312693115,,,
Ristorante,Le Logge Bistrot,Piazza San Gregorio Vii N. 73,Pitigliano,58017,Grosseto,villaetruria@alice.it,3312693115,,42.634,11.666
Ristorante,Le Monache,Piazza Xxix Maggio Nﾰ36,Camaiore,55041,Lucca,info@lemonache.com,0584984282,,43.939,10.301
Ristorante,Le Parole Tavola E Taverna,Via Giovanni Xxiii 56,"Orentano, Castelfranco Di Sotto",56022,Pisa,alessandrofusero@libero.it,3493626683,,,
Ristorante,Le Petite Cuisine,Via Verdi 4,Carrara,54033,Massa Carrara,,,,44.078,10.1
Ristorante,Le Plaisir Sas Di Anna Reggio,Viale Delle Vitoria,"Marina Di Cecina, Cecina",57023,Livorno,LEPLAISIRSAS01@VIRGILIO.IT,3313256428,,,
Ristorante,Le Rotonde,"Via Del Porto, 15","Massaciuccoli, Massarosa",55050,Lucca,info@lerotonde.it,0584975439,0583975754,43.837,10.358
Ristorante,Le Salette Del Ciocco,C/o Il Ciocco,"Loc. San Quirico ﾖ Castelvecchio Pascoli, Barga",55020,Lucca,,0583719226,,44.1,10.45
Ristorante,Le Sodole,"Via Delle Sodole, 1",Pontedera,56025,Pisa,info@lesodole.it,5870484028,,,
Ristorante,Le Sodole Country Resort,"Via Delle Sodole, 1",Pontedera,56025,Pisa,info@lesodole.it,,,,
Ristorante,Le Tre Terrazze,Piazza Degli Artisti,"Monteggiori, Camaiore",55041,Lucca,info@letreterrazze.it,,,,
Ristorante,Le Tre Terrazze,Piazza Degli Artisti  6,"Monteggiori, Camaiore",55041,Lucca,,,,,
Ristorante,Le Tre Terrazze,Piazza Degli Artisti 6,"Monteggiori, Camaiore",55041,Lucca,info@letreterrazze.it,0584913801,,43.942,10.297
Ristorante,Le Vecchie Costiere,"Via Delle Collacchie, 4",Scarlino,58010,Grosseto,info@ristorantepuntone.it,0566866314,0566866314,42.912,10.771
Ristorante,Le Zie Del Lampredotto,Via Iv Novembre 45,Pistoia,51100,Pistoia,le.zie.del.lampredotto@gmail.com,3292141760,,43.928,10.92
Ristorante,Liberamente,"Via Castel Cellesi, 3",Pistoia,51100,Pistoia,liberamentepistoia@gmail.com,,057320703,43.932,10.916
Ristorante,Living Bar Risto-cafe,"Via Antonio Ceci, 33",Pisa,56125,Pisa,,3333533733,,43.713,10.405
Ristorante,Lla Gola Di Bacco,Via Valdinievole 48/50,"Galleno, Castelfranco Di Sotto",50054,Pisa,boutiqueduemila@libero.it,,,,
Ristorante,Lo Scoglio,"Via Verdi, 42",Prato,59100,Prato,loscoglioprato@interfree.it,,057423345,43.88,11.1
Ristorante,Lo Scoiattolo,Passo Dei Carpinelli,Minucciano,55034,Lucca,info@hotelloscoiattolo.it,0583611072,,,
Ristorante,Lo Scoiattolo Dei Monti Pisani,Via Folle Mansi 1,"Vorno, Capannori",55060,Lucca,loscoiattolo.coop@alice.it,,,,
Ristorante,Locanda,Piazza Marconi N 1,Bagnone,54021,Massa Carrara,linari06@locandalalina.191.it,,,,
Ristorante,Locanda Al Castello Di Sorci,"Via S. Lorenzo, 21",Anghiari,52031,Arezzo,info@castellodisorci.it,0575789066,0575788022,43.532,12.057
Ristorante,Locanda Buatino,"Borgo Giannotti, 508",Lucca,55100,Lucca,info@osteriedilucca.it,0583343207,0583343207,43.854,10.507
Ristorante,Locanda Campetroso,Loc. Campetroso,"Loc. Campetroso, Monterotondo Marittimo",58025,Grosseto,giorgio.nocciolini@indal2000.it,3391680262,,,
Ristorante,Locanda Cuccuini,"Via Caduti, 32","Aia, Cavriglia",52022,Arezzo,,0559166419,,43.522,11.491
Ristorante,Locanda De Medici,"Piazza Del Popolo, 5",Grosseto,58100,Grosseto,info@locandademedici.it,0564410744,0564410744,42.763,11.113
Ristorante,Locanda Degli Artisti,"Via Antonio Gramsci, 58","Torre Del Lago, Viareggio",55049,Lucca,locandadegliartisti@hotmail.it,3299565461,,,
Ristorante,Locanda Dei Pilli,"Via Dei Mori, 44/45",Arezzo,52100,Arezzo,,0575998075,,43.459,11.855
Ristorante,Locanda Del Caravaggio,Via San Paolo 3,"Porto Ercole, Monte Argentario",58019,Grosseto,,0564833078,,42.439,11.117
Ristorante,Locanda Del Dombi,"Piazza Garibaldi, 7",Castel Del Piano,58033,Grosseto,locandadeldombi@gmail.com,0564973122,,42.894,11.537
Ristorante,Locanda Del Giudice,"Via 24 Maggio, 45","S. Maria Del Giudice, Lucca",55100,Lucca,,0583379466,0583379466,43.78,10.456
Ristorante,Locanda Del Molino,Loc. Montanare,"Loc. Montanare, Cortona",52040,Arezzo,info@locandadelmolino.com,0575614054,,,
Ristorante,Locanda Del Molino,Loc Montanare 10,Cortona,52043,Arezzo,info@locandadelmolino.com,,,43.329,11.923
Ristorante,Locanda Del Prete,,"Case Panardi, 57, Arcidosso",58031,Grosseto,,0564968059,,42.84,11.468
Ristorante,Locanda Del Prete,"Loc. Case Panardi, 57/58",Arcidosso,58031,Grosseto,info@lalocandadelprete.it,0564968059,,42.868,11.531
Ristorante,Locanda Dellamicone,"Piazza Domenico Da Peccioli, 10",Peccioli,56037,Pisa,info@locandadellamicone.it,,,,
Ristorante,Locanda Dellantica Porta Di Levante,Piazza V. Veneto 5,Vicchio,50039,Firenze,info@anticaportadilevante.it,,,,
Ristorante,Locanda Di Bacco,"Via S. Giorgio, 36",Lucca,55100,Lucca,locandadibacco@virgilio.it,0583493136,0583493136,43.845,10.503
Ristorante,Locanda Di Bacco,Via S. Giorgio 36,Lucca,55100,Lucca,locandadibacco@libero.it,0583493136,,43.845,10.503
Ristorante,Locanda Di Bacco Lucca,"Via San Giorgio, 36",Lucca,55100,Lucca,locandadibacco@gmail.com,,,,
Ristorante,Locanda Di Camugliano,Via Di Camugliano 17,"Camugliano, Ponsacco",56038,Pisa,locanda@camugliano.com,,587980359,43.601,10.656
Ristorante,Locanda Di Fonte Alla Vena,"Via Dante Alighieri, 10",,53027,Siena,info@lalocandadifonteallavena.it,0577899945,0577899591,43.06,11.602
Ristorante,Locanda Di S.Andrea,"Via S.Andrea, 8",Lucca,55100,Lucca,info@locandasandrea.com,0583496359,,43.844,10.507
Ristorante,Locanda Di Vergelle,,"Vergelle 68, ",,Siena,info@lalocandadivergelle.it,0577834431,0577834431,,
Ristorante,Locanda Girardengo,"Piazza Corbani, 15-16",Aulla,54011,Massa Carrara,cantinagirardengo@libero.it,0187421379,,,
Ristorante,Locanda Il Gallo,"Via Lando Conti, 18",Greve In Chianti,50020,Firenze,info@locandailgallo.it,0558572266,0559029857,43.638,11.314
Ristorante,Locanda La Lina,Piazza Marconi 1,Bagnone,54021,Massa Carrara,linari06@locandalalina.191.it,0187429069,,44.315,9.994
Ristorante,Locanda Mile,"Via Regia, 10",Viareggio,55049,Lucca,info@locandamilu.it,,,43.866,10.25
Ristorante,Locanda Mossa Dei Barbari,"Via Del Romitorio, 1","Buriano, Castiglione Della Pescaia",58040,Grosseto,info@mossadeibarbari.it,0564948079,,42.764,10.875
Ristorante,Locanda Nel Cassero,"Via Del Cassero, 31","Civitella Marittima, Civitella Paganico",58045,Grosseto,info@locandanelcassero.com,0564900680,,42.994,11.28
Ristorante,Locanda Porta Vecchia,"Piazza Maniscalchi, 5",Grosseto,58100,Grosseto,redazione@intoscana.it,,056421383,42.778,10.896
Ristorante,Locanda Pozzo Antico,Via Ghini 14,Cortona,52043,Arezzo,info@cortonastorica.com,,,43.275,11.984
Ristorante,Locanda Santagata,Via Ss12 Dell'abetone E Del Brennero Km 5+812,San Giuliano Terme,56017,Pisa,info@locandasantagata.it,,050825974,43.76,10.442
Ristorante,Locanda Senio,"Via Borgo Dell'ore, 1",Palazzuolo Sul Senio,50035,Firenze,info@locandasenio.com,0558046019,0558046019,44.112,11.547
Ristorante,Locanda Senio,Borgo Del Rione 1,Palazzuolo Sul Senio,50035,Firenze,,0558046019,0558046019,,
Ristorante,Locanda Trattoria Tarabaralla,"Via Circonvallazione, 150","Borgo A Buggiano, Buggiano",51011,Pistoia,nerio@montecatinionline.it,,0572530599,43.878,10.733
Ristorante,Locanda Vigna Ilaria,"Via Per Pieve S. Stefano, 967/c","S. Alessio, Lucca",55100,Lucca,info@locandavignailaria.it,0583332091,0583331908,43.882,10.484
Ristorante,Locanda Zacco,"Via Mammianese, 49","Goraiolo, Marliana",51100,Pistoia,info@locandazacco.com,0572698028,0572698028,43.943,10.756
Ristorante,Logli Mario,Via Di Carteano 1,"Filettole, Prato",59100,Prato,clarissa.pozzarini@gmail.com,,057423010,43.892,11.116
Ristorante,Lugif,Via Per Chianni 5,"Castellina M.Ma, Castellina Marittima",56040,Pisa,giacomofalorni@hotmail.it,,,,
Ristorante,Lugif Snc,P.Zza Cavour 5,"Castellina M.Ma, Castellina Marittima",56040,Pisa,lugif@hotmail.it,3472986698,,,
Ristorante,Lﾒosteria Di Giovanni,"Via Del Moro, 22",Firenze,50123,Firenze,losteriadigiovanni@gmail.com,,,43.771,11.249
Ristorante,Maddalena,Piazza Sant'agostino 2,"Centro Storico, Prato",59100,Prato,libo2010@live.it,3386511245,,43.884,11.096
Ristorante,Magno Gaudio,Via Curtatone E Montanara 12,Pistoia,51100,Pistoia,magnogaudio@yahoo.it,,,43.933,10.915
Ristorante,Mama Restaurant,Via Dei Macelli 9,Pistoia,5100,Pistoia,info@mamarestaurant.net,,057328784,43.939,10.913
Ristorante,Mariannacane,Via Del Castagno Di Piteccio,"Piteccio, Pistoia",51100,Pistoia,antoniomacca@yahoo.it,0573408022,,44.013,10.916
Ristorante,Mastro Ciliegia Ristorante,Piazza San Pier Maggiore,Firenze,50122,Firenze,alessandraiozzo@gmail.com,,,43.771,11.261
Ristorante,Mecenate A Lucca - Antica Tintoria Verciani,Via Del Foss0 94,Lucca,55100,Lucca,info@ristorantemecenate.it,0583512167,,43.846,10.51
Ristorante,Mecenate Restaurant,"Loc. Montoncello, 27","Pieve Al Bagnoro, Arezzo",52100,Arezzo,mecenate@villacilnia.it,,575365639,43.467,11.882
Ristorante,Mele Mele,"Via Aurelia, 570","Castiglioncello, Rosignano Marittimo",57016,Livorno,ristorantemelimelo@hotmail.it,0586752269,,43.394,10.433
Ristorante,Mini Art Cafe,"Via Paolina Bonaparte, 219",Viareggio,55049,Lucca,,,,43.873,10.244
Ristorante,Miramare Srl,Via Del Littorale 220,Livorno,57128,Livorno,info@campingmiramare.it,,,,
Ristorante,Mirollino Beach,P.Zza Bovio 6,"Torre Mozza, Piombino",0,Livorno,blaschetto1970@hotmail.it,,05665727,42.921,10.526
Ristorante,Mirollino Beach,,"Torre Mozza, Piombino",,Livorno,blaschetto1970@hotmail.it,3357119714,05665727,,
Ristorante,Miso Di Riso,Borgo Degli Albizi 54r,Firenze,50100,Firenze,info@misodiriso.it,0552654094,,43.771,11.261
Ristorante,Miva,Via S. Lorentino 20,Arezzo,52100,Arezzo,info@mivaarezzo.com,0575300300,0575300300,43.468,11.878
Ristorante,Molino Di Berto,"Via Di Paoluccio, 1","Orsigna, Pistoia",51100,Pistoia,molinodiberto@virgilio.it,0573490101,,43.93,10.908
Ristorante,Montemerlo,Lo. Fetovaia C/o Hotel Montemerlo,"Fetovaia, ",57034,Livorno,,,,,
Ristorante,Mulino A Vento,Via Di Montefiesole 48,Pontassieve,50065,Firenze,ristorante@fattorialavacchio.com,0558396221,0558395464,43.817,11.447
Ristorante,Nana Banana,Viale Europa 23,"Torre Del Lago, Viareggio",55048,Lucca,info@nanabana.it,0584342108,,43.852,10.245
Ristorante,Nara Ristorante,Via Sarzanese Sud 712,"Bozzano, Massarosa",55054,Lucca,info@ristorantenara.it,,,43.862,10.348
Ristorante,Naregno Di Elba Bartolini Snc,"Loc. Naregno, 1","Loc. Naregno, 1, Capoliveri",57031,Livorno,a.coluccia@tprisma.com; mara@acacie.it,0565966111,,,
Ristorante,Nessun Dorma,Piazza Signorelli,Cortona,52044,Arezzo,,,,43.276,11.985
Ristorante,Nigo Pezigo,Via Papiriana,Fosdinovo,54035,Massa Carrara,alice.minu@libero.it,0187185618,,44.135,10.021
Ristorante,Nigo Pezigo,Via Papiriana 1a,Fosdinovo,54035,Massa Carrara,nigopezigo@gmail.com,1871856184,,44.135,10.021
Ristorante,Nonna Isola,Via Aurelia 558,"Castiglioncello, Rosignano Marittimo",57016,Livorno,enrico.faccenda@gmail.com,0686753800,,43.399,10.428
Ristorante,Nonna Tina,"Via Sovvigno, 101","Casore Del Monte, Marliana",51010,Pistoia,alberto-bertini@virgilio.it,0572618022,,43.93,10.792
Ristorante,Nonno Ulrico,"Via Ferruccio, 25",Piombino,57025,Livorno,,0565856400,,42.922,10.528
Ristorante,O Per Bacco,Corso Del Popolo,Vicchio,50039,Firenze,pamelaiv@libero.it,3393120937,,43.933,11.467
Ristorante,Oasi,Via 4 Novembre 6/8,Follonica,58022,Grosseto,info@oasiristorantebagno.it,3357027134,,42.923,10.76
Ristorante,Officina Del Caffe,Via Fratti 334 Ang. Xx Settembre,Viareggio,55049,Lucca,sede@officinadelcaffe.com,,,43.866,10.251
Ristorante,Oh...Per Bacco!!,Via Garibaldi Nﾰ 103,Viareggio,,Lucca,,3471953438,,,
Ristorante,Oliviero,Via Delle Terme 51r,Firenze,50123,Firenze,olivieroristorante@interfree.it,,,,
Ristorante,Opera Teatro Del Gusto,Centro Commerciale Le Rotonde,"Bettolle, Sinalunga",0,Siena,info@ristorante-opera.it,0577624192,0577623448,43.212,11.737
Ristorante,Orange House Srl (camping Lacona Pineta),"Viale Dei Golfi, 249","Loc. Lacona, Capoliveri",57031,Livorno,a.coluccia@tprisma.com; info@campinglaconapineta.com,0565964322,,,
Ristorante,Osteia Il Tarabuso,S. P. Del Padule - Porta Al Colle Km 10200,Castel Del Piano,,Grosseto,mariobastia@virgilio.it,0564944006,,,
Ristorante,Ostera Dellusignolo,"Via Lazzeri, 10","Ghezzano, San Giuliano Terme",56017,Pisa,,3404650140,,43.722,10.443
Ristorante,Osteria,"Viale Della Repubblica, 196",Prato,,Prato,info@osteriaprato.it,0574590564,,43.866,11.111
Ristorante,Osteria,"Via Roma, 6",Cutigliano,51024,Pistoia,osteria.cutigliano@yahoo.it,,,44.1,10.755
Ristorante,Osteria  Tacca Tacca,"Via Amendola, 22",Follonica,58022,Grosseto,uga66@hotmail.it,,,42.928,10.758
Ristorante,Osteria  Del Gambero Rosso,"Via San Gennaro, 2","Collodi, Pescia",51017,Pistoia,info@ristorantegamberorosso.it,0572429364,0572429654,43.9,10.652
Ristorante,Osteria  San Giorgio,"Via San Giorgio, 26",Lucca,55100,Lucca,osteriasangiorgio@alice.it,0583953233,,43.845,10.504
Ristorante,Osteria Cacio Divino,"Via Del Lastrone, 13",Pistoia,51100,Pistoia,info@cacio-divino.it,0573194105,05731941058,43.933,10.916
Ristorante,Osteria Il Falco Di Maremma,"Via Garibaldi, 66/68","Montepescali, Grosseto",58030,Grosseto,,0564329690,,42.761,11.115
Ristorante,Osteria Volturno,"Corso Vittorio Emanuele Ii, 41",Piombino,57025,Livorno,,,,42.922,10.527
Ristorante,Osteria 23,"Via Dante, 23",Castiglion Fiorentino,52043,Arezzo,osteria23@hotmail.it,0575657541,0575657541,43.333,11.921
Ristorante,Osteria A Pagliai,"Via San Giuseppe, 28","Querceta, Seravezza",55047,Lucca,info@osteriapagliai.it,0584742111,0584749777,43.974,10.207
Ristorante,Osteria Al Cassero,Via Fortezza Medicea,Poggibonsi,53036,Siena,info@osteriaalcassero.it,0577937134,,,
Ristorante,Osteria Al Greppo,"Corte Del Ristoro, 6","Greppolungo, Camaiore",55041,Lucca,osteriaalgreppo@yahoo.it,,,43.942,10.297
