TIPOLOGIA	NOME	VIA	CITTA'	CAP	PROVINCIA	EMAIL	TELEFONO	FAX	LAT	LONG
RISTORANTE	Osteria  San Giorgio	Via San Giorgio, 26	LUCCA	55100	Lucca	osteriasangiorgio@alice.it	0583 953233		43.8448206	10.5035837
RISTORANTE	"Osteria ""Cacio Divino"""	Via del Lastrone, 13	PISTOIA	51100	Pistoia	info@cacio-divino.it	0573 1941058	0573 1941058	43.9333068	10.9164863
RISTORANTE	"Osteria ""Il Falco di Maremma"""	Via Garibaldi, 66/68	Montepescali, GROSSETO	58030	Grosseto		0564 329690		42.7606201172	11.1148710251
RISTORANTE	"Osteria ""Volturno"""	Corso Vittorio Emanuele II, 41	PIOMBINO	57025	Livorno		0565 49081		42.922488	10.526956
RISTORANTE	Osteria 23	Via Dante, 23	CASTIGLION FIORENTINO	52043	Arezzo	osteria23@hotmail.it	0575 657541	0575 657541	43.332775116	11.9211101532
RISTORANTE	Osteria A' Pagliai	Via San Giuseppe, 28	QUERCETA, SERAVEZZA	55047	Lucca	info@osteriapagliai.it	0584 742111	0584 749777	43.974467	10.207343
RISTORANTE	osteria al cassero	via fortezza medicea	POGGIBONSI	53036	Siena	info@osteriaalcassero.it	0577 937134		-0	-0
RISTORANTE	OSTERIA AL GREPPO	Corte del Ristoro, 6	Greppolungo, CAMAIORE	55041	Lucca	osteriaalgreppo@yahoo.it	584981164		43.9421402	10.2969083
RISTORANTE	Osteria Al Ponte		Casabianca, GAIOLE IN CHIANTI	53013	Siena	info@roccadicastagnoli.com	0577 744007	0577 731050	43.4294815064	11.4112052918
RISTORANTE	OSTERIA ALL'USSERO DA ANTONIO	VIA STATALE ABETONE,50	RIGOLI, SAN GIULIANO TERME	56017	Pisa	osteriaussero@gmail.com	3315791910		43.780428	10.426922
RISTORANTE	Osteria Alpaca Country House	Via Vecchia di San Gervaso, 47	Montecastello, PONTEDERA	56025	Pisa	magnanig@tin.it	0587 482130		43.66266632	10.63283348
RISTORANTE	Osteria Antica Sosta	via della Croce, 4/6/8	IMPRUNETA		Firenze	info@osteria-anticasosta.it	055 2312249	055 2314656	43.6849029691	11.25399512
RISTORANTE	Osteria Antico Borgo	Via di Mezzo, 35	CIVITELLA IN VAL DI CHIANA	52040	Arezzo		0575 448160	0575 448160	43.417591095	11.7230386734
RISTORANTE	Osteria Babazuf	Via Pantaneto, 85	SIENA	53100	Siena	info@osteriababazuf.com	0577 222482		43.318015	11.335242
RISTORANTE	Osteria Bacco & la Volpe	Via dei Poderini, 1	Castelnuovo della Misericordia, ROSIGNANO MARITTIMO	57016	Livorno	info@baccoelavolpe.it	586744323		43.4091705	10.4721192
RISTORANTE	Osteria Baralla	Via Anfiteatro, 5/7/9	LUCCA	55100	Lucca	info@osteriabaralla.it	0583 440240	0583 440240	43.845774	10.506134
RISTORANTE	Osteria Beccaceci	Via Venezia, 6	Oste, MONTEMURLO	59013	Prato		0574 680266		43.907809	11.033203
RISTORANTE	Osteria Bernardo	Piazza San Paolo all'Orto, 1	PISA	56127	Pisa	info@osteriabernardo.it	050 575216	050 575216	43.7173164	10.4040611
RISTORANTE	Osteria BioPeperita	Corso Matteotti, 323	CECINA	57023	Livorno		0586 630871		43.304509	10.52097
RISTORANTE	Osteria Boccon di Vino	Corso gramsci, 83	PISTOIA	51100	Pistoia		0573/994229		43.9320806849	10.9116668925
RISTORANTE	Osteria Brancaleone	Via Oberdan, 61	AREZZO	52100	Arezzo		0575 401500		43.462948	11.883196
RISTORANTE	osteria cantagallo	via valicarda 35	CAPRAIA E LIMITE	50050	Firenze	info@enricopierazzuoli.com	05711820860-3313233396	571583399	43.751516	11.015013
RISTORANTE	Osteria Caranbar	Via A. Ricci, 19	STIA	52017	Arezzo		0575 504500	0575 581406	43.799939	11.707285
RISTORANTE	Osteria Caveau del Teatro	Piazzetta S. Cristina, 4	PONTREMOLI	54027	Massa Carrara	info@caveaudelteatro.it	0187 833328	0187 461905	44.3752216	9.8852965
RISTORANTE	Osteria Cibb�	Piazza Mercatale, 49	PRATO	59100	Prato	info@cibbe.it	0574 607509	0574 607509	43.8815486	11.1009264
RISTORANTE	osteria Cibb�	via Mercatale, 49	PRATO	59100	Prato	info@cibbe.it	0574 607509	0574 607509	43.882267	11.100369
RISTORANTE	Osteria Conte Max	Piazza Nannini  2	LORO CIUFFENNA	52024	Arezzo	sylviadn@yahoo.it	055 9172770	055 9171022	43.592154	11.632169
RISTORANTE	Osteria Da Balestra	Piazza Umberto I, 4	PIOMBINO	57025	Livorno	dabalestra@quimaremma.it	0565 220113		42.922812	10.528753
RISTORANTE	Osteria Da Camillo	Via della Repubblica, 120	POGGIBONSI	53036	Siena	dacamillo@paginesi.it	0577 935655	0577 935655	43.467144	11.146354
RISTORANTE	Osteria da Carlo	Piazza Kennedy, 20	CASTELFIORENTINO	50051	Firenze	osteriadacarlo@tiscali.it	0571 64127		43.604038	10.970162
RISTORANTE	Osteria Da Foffo	Via S. Giovanni,54	LIVORNO	57123	Livorno		0586 891175		43.551608	10.305038
RISTORANTE	Osteria da Max	Via Trieste, 9/A	MONTECATINI TERME	51016	Pistoia	osteriadamax@yahoo.it	0572 030082; 366 63254110		43.881168	10.776337
RISTORANTE	OSTERIA DAGLI AMICI	Piazza Mazzini 32	LIVORNO	57100	Livorno	debora@osteriadagliamici.com	586888215		-0	-0
RISTORANTE	Osteria dal Manzo	Via Cesare Battisti, 28	LUCCA	55100	Lucca		0583 490649		43.845388	10.503239
RISTORANTE	Osteria de' Messeri	Via Roma, 7	BIBBONA	57020	Livorno		0586 670378		43.270358	10.598206
RISTORANTE	OSTERIA DEI CAVALIERI	VIA SAN FREDIANO, 16	CENTRO STORICO PISA, PISA	56126	Pisa	info@osteriacavalieri.pisa.it	TEL. 050 580858	FAX 050581259	43.718549	10.3999507
RISTORANTE	Osteria dei Macci	Via dei Macci, 77/r	FIRENZE		Firenze	osteria@osteriadeimacci.it	055 241226	055 241226	43.770389	11.265959
RISTORANTE	Osteria dei Mercanti	Via Ser Petraccolo, 9	AREZZO	52100	Arezzo	osteriadeimercanti@cittadiarezzo.com	0575 24330	0575 24330	43.462723	11.879386
RISTORANTE	OSTERIA DEI MERCANTI	Via Ser Petraccolo (angolo piazzetta sopra i ponti);	AREZZO	52100	Arezzo	info@osteriadeimercanti.com	0575 24330	0575 24330	43.462719	11.879381
RISTORANTE	Osteria dei Messeri	Via Roma, 7	BIBBONA	57020	Livorno	katiaminuti@yahoo.it	0586.670327		43.270207	10.597875
RISTORANTE	Osteria dei Vignaioli	Piazza Serristori, 4	Pieve a Presciano, PERGINE VALDARNO	52020	Arezzo	osteriadeivignaioli@libero.it	0575 897313	0575 897313	43.451239	11.671531
RISTORANTE	osteria del Bamboro	Via S. Alessio, 903/G	Monte S. Quirico, LUCCA	55100	Lucca	info@bamboro.it	0583 331432	0583 331432	43.8624536	10.4746042
RISTORANTE	Osteria del Borghicciolo	Corso Italia, 53/4	AREZZO	52100	Arezzo		0575 22488		43.4645476	11.8827147
RISTORANTE	Osteria del Borgo	Via Beatrice, 17	MASSA	54100	Massa Carrara		0585 810680		44.0347821	10.1437523
RISTORANTE	Osteria del Borgo	Via Beatrice 19	MASSA		Massa Carrara	osteriadelborgo@gmail.com	0585 810680 		44.0347896546	10.1436078515
RISTORANTE	Osteria del Borro	Via del Borro, 52	LORO CIUFFENNA	52024	Arezzo		055 977115		43.5278401	11.7634199
RISTORANTE	Osteria del Cacciatore	Via Cerbaie, 36/38	CINELLI, FUCECCHIO	50050	Firenze		0571 296238	0571 296238	43.7884	10.781929
RISTORANTE	Osteria del Caff� Italiano	Via dell'Isola delle Stinche, 11/13r	FIRENZE	50100	Firenze	info@caffeitaliano.it	055 289080	055 288950	43.770063	11.260292
RISTORANTE	Osteria del Cavaiolo	Piazza Garibaldi, 4	CASTELLINA MARITTIMA	56040	Pisa	elenabimbi85@gmail.com	50694108		43.413086	10.576522
RISTORANTE	Osteria del Contadino	Via Provinciale Pratese 58/60	MONTALE	51037	Pistoia		0574 718450	0574 18450	43.917493	10.992675
RISTORANTE	Osteria del Ghiotto	Via De Lardarel, 34	Canneto, MONTEVERDI MARITTIMO	56040	Pisa		0565 784435		43.1985832549	10.7383423046
RISTORANTE	Osteria del Ghirlo Grigio		La Pila, 	57034	Livorno		0565 977514		42.7435400337	10.2323450893
RISTORANTE	Osteria del Leone	via dei Mulini 3	Bagno Vignoni, SAN QUIRICO D'ORCIA	53027	Siena	osteria.delleone@gmail.com	0577-887300	0577-887300	43.0280091	11.6183374
RISTORANTE	Osteria del Noce	Via della Madonna, 14	MARCIANA	57030	Livorno		0565 901284		42.790128	10.1672809
RISTORANTE	Osteria del Pesce Rosso	Via Chiarenti, 14	MONTAIONE	50050	Firenze		0571 69010	0571 69010	43.553117	10.913245
RISTORANTE	Osteria del Pinzagrilli	Via Palestro, 37	GUARDISTALLO	56040	Pisa	pinzagrilli@libero.it	0586 655350	0586 651828	43.312861	10.632814
RISTORANTE	Osteria del Teatro	Via Maffei, 2	CORTONA	52044	Arezzo	info@osteria-del-teatro.it	0575 630556		43.275288	11.986525
RISTORANTE	osteria del teatro	piazza del teatro, 1, 2,3	CHIUSI	53043	Siena	osteriadelteatro@virgilio.it			-0	-0
RISTORANTE	Osteria del Tempo Perso	Panoramica Scarlino-Aia delle Streghe S	La Valle, SCARLINO	58020	Grosseto	celliniprometeo@libero.it	333 245 3838		-0	-0
RISTORANTE	Osteria del Vecchio Pazzo	Via di Matraia 12	S. Pancrazio, LUCCA	55100	Lucca	info@osteriadelvecchiopazzo.it; f.pierre@virgilio.it	0583 579131		-0	-0
RISTORANTE	Osteria del Vicario	Via Rivellino, 3	CERTALDO	50052	Firenze	info@osteriadelvicario.it	0571 668676	0571 668228	43.549036	11.04558
RISTORANTE	Osteria dell'Acquolina		Cicogna, 96, TERRANUOVA BRACCIOLINI	52028	Arezzo		055 977497		43.56304932	11.59302711
RISTORANTE	Osteria dell'Angelo	Via della Madonna, 3/5	SAN GIOVANNI VALDARNO	52027	Arezzo	rossanacap@gmail.com	055 943799		43.5647437	11.529253
RISTORANTE	Osteria dell'Oca Satolla	Via Valdascione, 69	LATERINA	52020	Arezzo	info@ocasatolla.it	0575 894650	0575 894650	43.5102506	11.7037612
RISTORANTE	Osteria della Mal'ora		Il Sodo, CORTONA	52044	Arezzo		0575 601374		43.2732776552	11.9884255529
RISTORANTE	Osteria delle Poste	Via di Tolletta, 16	AREZZO	52100	Arezzo	81salvo@live.it	0575 299860	0575 299860	43.463857557	11.8796985045
RISTORANTE	Osteria di Burlamacco	Cittadella Del Carnevale Via Santa Maria Goretti	Cittadella Del Carnevale, VIAREGGIO	55049	Lucca	gianni@gurucommunicatione.com	584371281		43.8925039	10.2449344
RISTORANTE	Osteria di Casa Chianti	Via Case Nuove, 77	Fiano, CERTALDO	50052	Firenze	info@osteriadicasachianti.it	055 8075311	0571 669688	43.5667038	11.08249092
RISTORANTE	OSTERIA DI CEPPATO	VIA DI VERRUCA 14	VICOPISANO	56010	Pisa	info@osteriadiceppato.it	050 798143		43.701602	10.581681
RISTORANTE	Osteria Di Donatella	Localit� Colle	Il Colle, TREQUANDA	53020	Siena	pr@cinellicolombini.it	0577 662108	0577 662202	43.1878866	11.667759
RISTORANTE	Osteria di Giogo	Via Chiantigiana 106	Ponte a Ema, FIRENZE	50126	Firenze	infi@osteria-giogo.it	556461311		43.7471269	11.2940376
RISTORANTE	Osteria di Mezzacollina	via Palazzo, 10	Gavedo, MULAZZO	54026	Massa Carrara	mirko@panet.it	339 6449620		-0	-0
RISTORANTE	Osteria di Nottola	Via Provinciale, 1	MONTEPULCIANO	53045	Siena	lauzann@tin.it	0578 707114	0578 275889	43.1212692261	11.8243083954
RISTORANTE	Osteria di Porta al Cassero	Via della Libert�	MONTALCINO	53024	Siena		0577 847196	0577 847196	42.994846	11.461043
RISTORANTE	Osteria di San Vivaldo	Via San Vivaldo, 21	MONTAIONE	50050	Firenze	carlamaria.alari@tin.it	0571 69264	0571 680118	43.5237651462	10.8952898064
RISTORANTE	Osteria Enoteca Grassini	Via della Libert� 1	MASSA MARITTIMA	58024	Grosseto	osteriagrassini@libero.it	0566/ 940149		43.0505248	10.8881791
RISTORANTE	Osteria Enoteca La bottega dei Portici	Pzza Garibaldi, 3	PALAZZUOLO SUL SENIO	55035	Firenze	info@bottegadeiportici.it	055 8049580	055 8046949	-0	-0
RISTORANTE	OSTERIA ET BOTTEGA LA TORRE	SP 551 VIA TRAVERSA DEL MUGELLO 15	la torre-SCARPERIA, SCARPERIA	50038	Firenze	ldugheri@yahoo.it			-0	-0
RISTORANTE	Osteria Etrusca	Via Porsenna, 70	CHIUSI	53043	Siena	info@osteriaetrusca.it	0578 222243	0578 232440	43.01593781	11.94808888
RISTORANTE	Osteria Etrusca	Via Porsenna, 70	CHIUSI	53043	Siena	info@osteriaetrusca.it	0578 222243		43.01593781	11.94808888
RISTORANTE	Osteria Gav�	Via Lapo da Castiglionchio, 10/12r	FIRENZE		Firenze		055 6581047	055 6581047	43.76259	11.285842
RISTORANTE	Osteria Gloria	Via Covetta, 92 - Marina di Carrara	CARRARA	54036	Massa Carrara		0585 53876		44.0524012974	10.0445316887
RISTORANTE	Osteria i 3 Compari	Via Zoppi 8	Centro Storico, MASSA	54100	Massa Carrara	stefano_rocchi@hotmail.com	0585 488189		44.0380874	10.1435577
RISTORANTE	Osteria i Riffaioli	via del Ponte alle Riffe, 2/4r	FIRENZE		Firenze	info@osteriairiffaioli.it	055 5088070	055 5088070	43.789073	11.270792
RISTORANTE	Osteria Il Braciere	Localit� Marrucheti 2	Marrucheti, CAMPAGNATICO	58042	Grosseto	osteria.ilbraciere@gmail.com	564998322		42.8837411	11.273746
RISTORANTE	Osteria Il Caminetto da Ghigo	Piazza S. Francesco, 7	SUVERETO	57028	Livorno	il.caminetto@live.com	0565 828118 - 338 5450851		43.07956	10.678408
RISTORANTE	Osteria Il Campaccio	Vicolo del Campaccio, 2	SIENA		Siena	info@osteriailcampaccio.it	0577 40212	0577 40212	43.320119	11.328771
RISTORANTE	Osteria Il Canto del Maggio		Penna, 30/d, TERRANUOVA BRACCIOLINI	52028	Arezzo	info@cantodelmaggio.com	055 9705147	055 9705147	43.56304932	11.59302711
RISTORANTE	Osteria Il Ciocio		Colombaia, 31, SUVERETO	57028	Livorno	info@osteriadisuvereto.it	0565 829947	0565 829947	43.0794906616	10.687245369
RISTORANTE	Osteria Il Coppo	via indipendenza 96/98	venturina, CAMPIGLIA MARITTIMA	57021	Livorno	ilcoppo.giacomo@libero.it	3345055451		43.0277021	10.6033494
RISTORANTE	Osteria Il Fantasma dell'Opera	Via Palestro, 20	PISA	56100	Pisa	info@osteriailfantasmadellopera.it	050 542402	050 542402	43.716366	10.40515
RISTORANTE	Osteria il gavinello	via g.galilei 10	CAPOLIVERI	57031	Livorno	info@gavinello.it	3939062595		42.74644554	10.37826195
RISTORANTE	Osteria Il Ghibellino	via dei Pellegrini 26	SIENA	53100	Siena	osteriailghibellino@gmail.com	0577-288079	0577-288079	43.3182025	11.3297247
RISTORANTE	Osteria Il Giardino di Piero	via N. Aggiunti 98 B	SANSEPOLCRO	52037	Arezzo	info@ilgiardinodipiero.it	0575 750391		43.5711881	12.1426051
RISTORANTE	Osteria Il Magazzino	P.zza della Passera, 2/3	FIRENZE		Firenze	luca_cai@virgilio.it	055 215969		43.767109	11.250566
RISTORANTE	OSTERIA IL MUGNAIO	VIA GROSSETO 59/B GRILLI	GRILLI, GAVORRANO	58020	Grosseto	simspid@hotmail.com	566887201		42.8887244	10.9772482
RISTORANTE	Osteria il piacere	via Gabriele d'Annunzio 149	FIRENZE	50135	Firenze	info@osteriailpiacere.com	55602605		43.7812734	11.3015043
RISTORANTE	Osteria Il Porto - Delicious Srl	Via Roma, 224/226	POPPI	52014	Arezzo	v.tapinassi@gmail.com	0575 529233  - 339 8960781	0575 500963	43.726084	11.773826
RISTORANTE	Osteria Il Recinto	Viale Kennedy 6	CASTIGLIONE DELLA PESCAIA	58043	Grosseto	alberto.boncompagni@virgilio.it	3939697833		42.765377	10.868892
RISTORANTE	Osteria Il Ristoro	Via Corsano Grotti 574	fraz. Ville di Corsano, MONTERONI D'ARBIA	53014	Siena	info@osteriailristoro.it	0577 377912 347/6198246		43.2433845	11.3402143
RISTORANTE	Osteria Il Sigillo	Via Poggio San Rocco, 4	ROSIGNANO MARITTIMO	57016	Livorno	osteria.il.sigillo@tiscali.it	0586 764737		43.404007	10.474756
RISTORANTE	Osteria Il Tarabuso	Strada Provinciale del Padule	Porta al Colle Km 10,200, CASTIGLIONE DELLA PESCAIA	58043	Grosseto	mariobortia@virgilio.it	0564 944063 - 3488806864 - 3488806863		42.7690356	10.8858519
RISTORANTE	Osteria Il Vecchio Borgo	Via Aurelia Nord, 39	CAMPIGLIA MARITTIMA	57021	Livorno	vecchioborgo39@tiscali.it	0565 846620		43.0457059	10.5809053
RISTORANTE	Osteria Il Vignale	Saltino	Vignale 33, REGGELLO		Firenze		055 862155		43.730274	11.53986
RISTORANTE	Osteria in Aboca	loc. Aboca 11	Aboca, 11, SANSEPOLCRO	52037	Arezzo		0575 749125	0575 749124	43.5726206	12.1382607
RISTORANTE	Osteria L'Ubaldino	Via B. Cellini, 61	PIOMBINO	57025	Livorno		0565 34358 - 338 3555219		42.9266034	10.5287518
RISTORANTE	Osteria la Botte Gaia	viale Europa 5	PORTO AZZURRO	57036	Livorno	riccardo@labottegaia.com	56595607		42.7674779	10.3944397
RISTORANTE	Osteria La Crocina		La Crocina 1, MONTALCINO		Siena		0577 8462240 - 347 8017593		43.0605888367	11.4889831543
RISTORANTE	Osteria La Gramola	Via delle Fonti, 1	Nel centro di Tavarnelle, TAVARNELLE VAL DI PESA	50028	Firenze	osteria@gramola.it	055 8050321	055 8050321	43.5619043	11.1740342
RISTORANTE	Osteria La Gramola	Via delle Fonti, 1	FIRENZE	50028	Firenze	osteria@gramola.it	055 8050321	055 8050321	-0	-0
RISTORANTE	Osteria La Gramola	via delle fonti,1	TAVARNELLE VAL DI PESA	50028	Firenze	osteria@gramola.it	055 8050321		-0	-0
RISTORANTE	Osteria La Gramola	Via delle Fonti 1	TAVARNELLE VAL DI PESA	50028	Firenze	osteria@gramola.it	055/8050321	055/8077368	43.5618946772	11.1740801991
RISTORANTE	Osteria La Gricia	via Alessandrini, 41	Caldana, GAVORRANO	58023	Grosseto	info@lagricia.it	0566 81391		42.893898	10.9241949
RISTORANTE	Osteria La Grotta	via San Francesco,103	PISA	56127	Pisa	info@osterialagrotta.com			-0	-0
RISTORANTE	Osteria La Grotta Di Bacco	Piazza San Domenico	PRATO	59100	Prato	lagrottadibacco@hotmail.it	0574 440094		-0	-0
RISTORANTE	Osteria La Limonaia	Via di Gello, 9	Capostrada, PISTOIA	51100	Pistoia	info@osterialalimonaia.it	0573 400453	0573 401035	43.958534	10.892744
RISTORANTE	Osteria La Rosa dei Venti	Via Aurelia Sud, 108/109	Albinia, ORBETELLO	58010	Grosseto	info@la-rosa-dei-venti.it	0564/870143 - 870191	0564/871754	42.4573279	11.248861
RISTORANTE	Osteria La Via di Mezzo	Via Soccini, 53	BUONCONVENTO	53022	Siena	info@osteriadimezzo.com	0577 806320	0577 809405	43.138199	11.481903
RISTORANTE	Osteria Le Cento Buche	Via degli Abatoni, 9/7	Santa Lucia, PRATO	59100	Prato	lecentobuche@gmail.com	0574 694312 - 320 8960895		43.9048308	11.1106786
RISTORANTE	Osteria Le Prigioni	Via Vittorio Emanuele II  n. 9	PONTASSIEVE		Firenze		055 8323372	055 662576	43.7746391296	11.4404449463
RISTORANTE	Osteria Livornese	Viale Umberto I, 2	MONTELUPO FIORENTINO	50056	Firenze		0571 542611		43.732521	11.020465
RISTORANTE	Osteria Lo Ziro	Via Roma, 19/21	IMPRUNETA	50023	Firenze		055 2012232		43.687372	11.255414
RISTORANTE	Osteria Macelleria Griglieria Porca Vacca	via Garibaldi 150/152	AREZZO	52100	Arezzo	info@porcavacca.net	575352676		43.4667409	11.8782407
RISTORANTE	Osteria Mamma Carla	corso Vittorio Emanuele II 60	PIOMBINO	57025	Livorno	mammacarlaosteria@gmail.com	56532822		42.9223875	10.526905
RISTORANTE	Osteria Menghino	Via Pucci, 34	VIAREGGIO	55049	Lucca		0584 45246		43.869367	10.251832
RISTORANTE	Osteria Miranda	Via dei  Carrozzieri, 27	LUCCA	55100	Lucca	delcortoluc@virgilio.it	0583 952731	0583 418961	43.847261	10.506234
RISTORANTE	Osteria Miranda	via della cavallerizza	LUCCA	55100	Lucca	delcortoluc@virgilio.it	0583.952731		43.8469407	10.5059115
RISTORANTE	Osteria Montellori	Via Pistoiese, 1	FUCECCHIO	50054	Firenze		0571 245716		43.7350172427	10.808082539
RISTORANTE	Osteria Nero di Seppia	Via Taddeini, 70	MONTESPERTOLI		Firenze	nerodiseppia07@libero.it	0571 606007		43.644441	11.070841
RISTORANTE	Osteria Numero Nove	Via Borsi, 62/64	LIVORNO	57126	Livorno	tiquix@yahoo.it	346 5820999		43.5433882797	10.3190540669
RISTORANTE	osteria oltre il giardino	Viale Passerini, 52044 Cortona, Italia	CORTONA	52044	Arezzo	info.oltreilgiardino@gmail.com	0575 603805	0575 603805	43.2750634	11.98512
RISTORANTE	Osteria Pacianca	Via Lamarmora, 70	FOLLONICA	58022	Grosseto	info@pacianca.it	0566 42072		42.92647	10.746679
RISTORANTE	osteria pacianca	via Lamarmora,70	zona Palazzi Rossi, FOLLONICA	58022	Grosseto	info@pacianca.it	0566 42072 3929099017		-0	-0
RISTORANTE	Osteria Panta Rei		La Casa 71, CHITIGNANO	52010	Arezzo	federico.mazzi@tin.it	0575 591500	0575 591500	43.6634635925	11.8823518753
RISTORANTE	osteria panta rei	Loc. la casa 71	CHITIGNANO	52010	Arezzo	osteriapantarei@virgilio.it	575591500		43.6764348	11.8756535
RISTORANTE	osteria pasta e vino	Via Vicolo Corto, 1	SAN GIULIANO TERME	56017	Pisa	osteriapastaevino@libero.it			-0	-0
RISTORANTE	Osteria Pellegrini's	Via Leoncavallo 11/13	MONTECATINI TERME	51016	Pistoia	mariangela@pellegrinigroup.it	0572-910256	0572-910257	43.88406	10.7673836
RISTORANTE	Osteria PIANDILAURA	V.le Karol Wojtyla 3	Laura, LORENZANA	56043	Pisa	lanzaraffaele@alice.it	050662610  cell. 3296383807	50662610	43.545413	10.5219007
RISTORANTE	Osteria Piandilaura	Viale Karol Wojtyla, 3	LORENZANA	56043	Pisa	lanzaraffaele@alice.it	050 662610		-0	-0
RISTORANTE	Osteria pizzeria Antica Pieve	Via Roma, 19/21	PIEVE A NIEVOLE	51018	Pistoia	anticapieveosteria@libero.it	0572 82132	0572 82132	43.8759913	10.7994981
RISTORANTE	Osteria Pizzeria Il Tempio	Via Santa Vittoria, 39	FOIANO DELLA CHIANA	52040	Arezzo		0575 660443		-0	-0
RISTORANTE	Osteria Pizzeria Victoria	Via Montalbano, 43	San Baronto, LAMPORECCHIO	51035	Pistoia	pizzeriavictoria@gmail.com	0573 88032		43.836532	10.919155
RISTORANTE	Osteria Ponte di Sacco	Piazza Valli, 15/a	PONSACCO	56038	Pisa		0587 736172		43.619947	10.63343
RISTORANTE	Osteria Pontemoro	Via L. Staffetti, 29	MASSA	54100	Massa Carrara		0585 811150		44.0363332773	10.1442678185
RISTORANTE	Osteria Re Mida	Vicopelago	Via Vecchia di Vicopelago 86/f, LUCCA		Lucca		0583 370266 - 345 1163109		-0	-0
RISTORANTE	"Osteria Ristorante ""Il Coppo"""	Via Indipendenza, 9	Venturina, CAMPIGLIA MARITTIMA	57029	Livorno		0565 853032	0565 857035	43.0259246826	10.6053905487
RISTORANTE	Osteria San Cerbone	via Butigni, 6 Piazza Duomo	MASSA MARITTIMA	58024	Grosseto	osteriasancerbone@libero.it	0566 902335 - 339 1325254	0566 902335	43.0532504	10.8880322
RISTORANTE	Osteria San Lorenzo Dal Cuti	Loc. San Lorenzo, 73	SUVERETO	57028	Livorno		331 9297999		-0	-0
RISTORANTE	Osteria San MIchele	via aurelia 199	donoratico, CASTAGNETO CARDUCCI	57024	Livorno	deboda@tiscali.it	565774478		43.1657153	10.5641694
RISTORANTE	Osteria Santa Caterina	Via Santa Cecilia 34	PISA	56127	Pisa	osteriasantacaterinapisa@gmail.com	50581186		43.719522	10.4032333
RISTORANTE	Osteria Santi Saccenti	Via Pianello Val Tidone, 41	CERRETO GUIDI	50050	Firenze		0571 55279	0571 55279	43.760419	10.877242
RISTORANTE	Osteria Santo Spirito	P.zza Santo Spirito, 16r	FIRENZE		Firenze	chiarata@interfree.it	055 2382383		43.7664349372	11.246783294
RISTORANTE	Osteria Santo Spirito	P.zza S.Spirito 16/r	FIRENZE	50125	Firenze	chiamata@interfree.it	055/2382383	055/2656635	-0	-0
RISTORANTE	Osteria Sapori di Maremma	Via Camaioli, 13	CASTIGLIONE DELLA PESCAIA	58043	Grosseto	elio.galgani@tiscali.it	0564 933629	0564 933629	42.7641001	10.8811401
RISTORANTE	Osteria Scacciapensieri	Piazza della Provvidenza, 3	CAPALBIO	58011	Grosseto	info@dascacciapensieri.it	0564 896440		42.453538	11.422319
RISTORANTE	Osteria Tosca	Piazza Cittadella, 8	LUCCA	55100	Lucca	info@osteriatosca.com	0583 316038 o 339 348 89 11		43.8431178	10.5012257
RISTORANTE	Osteria Toscana Borgo Antico	Via Mazzini, 14	SANSEPOLCRO	52037	Arezzo		0575 750208		43.570527	12.138567
RISTORANTE	Osteria Vecchia	Via Cherubini, 11	CETONA	53040	Siena		0578 239040		42.964265	11.900749
RISTORANTE	Osteria Vecchia Noce	Via Noce, 39	Uliveto Terme, VICOPISANO	0	Pisa	info@osteriavecchianoce.it	050 788229		43.69058	10.533441
RISTORANTE	Osteria Vecchia Noce	Localit� Noce, 39	VICOPISANO	56100	Pisa		050 788229	050 789714	43.69047399	10.53391052
RISTORANTE	Osteria Vecchio Mulino	Via Vittorio Emanuele, 12	CASTELNUOVO DI GARFAGNANA	55032	Lucca	Andreabertucci1@virgilio.it	0583 62192	0583 62192	44.10938	10.412198
RISTORANTE	Osteria Vineria della Lodola	Via Piana, 19	Foiano, FOIANO DELLA CHIANA	52045	Arezzo	info@lalodola.com	0575 649660	0575 642521	43.2917747498	11.7990674973
RISTORANTE	Osteria Vittorio	Via Cavour 28	CARRARA	54033	Massa Carrara		0585 72134		44.076104	10.101041
RISTORANTE	Osteria Vittorio	Via Cavour 28	CARRARA		Massa Carrara		 0585 72134 		44.0759893557	10.1009294145
RISTORANTE	Pane amore e fantasia	Via ponte alle mosse 154/r angolo via veracini	Firenze, FIESOLE	50144	Firenze	lulvulashi@yahoo.it	55360226		-0	-0
RISTORANTE	panificio artigianale e alimentari di Beccari Vinicio	Via Mammianese 14	Vellano, PESCIA	51017	Pistoia	serenabeccari@virgilio.it	0572-409020		-0	-0
RISTORANTE	PanPizza	Via Versilia  67	Marina di Pietrasanta, PIETRASANTA	55044	Lucca		347 4387360		-0	-0
RISTORANTE	Papaveri & Papere	Via Dalmazia 159/d	SAN MINIATO	56028	Pisa	info@papaveriepaolo.com	571409422		-0	-0
RISTORANTE	Park hotel Villa Cesi	via delle Terre Bianche, 1	IMPRUNETA		Firenze	info@villacesi.it	055 231101	055 2011372	43.679569	11.273726
RISTORANTE	Passioni in fiore	Via Andrea Costa14/a	Galciana, PRATO	59100	Prato	passioniinfiore@libero.it	574074008		-0	-0
RISTORANTE	Pasticceria Donno	via coppino angolo pisano,1	Darsena, VIAREGGIO	55049	Lucca	gabriella.rossi68@libero	3292126906		-0	-0
RISTORANTE	Peccati di Gola	Via Pesciatina, 242	Lunata, CAPANNORI	55012	Lucca		0583 933523		43.856344	10.571292
